CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsReligiousHate
UgiLaetJkobicXgCoAEC,04kJtp6pVXI,shoot to apprehend easier said than done when the evidence was presented michael brown was still attackin darren after he was shot twice people have this misconception like in the movies that one gun shot anywhere to the body will disable an attacker this is a false belief there are cases of people still attacking or running after they have been shot   times for god sake  cent was shot  times and he alive when you are being attacked by a  ft   somthing pound person and you are on your back it hard to say i m just goin to shoot to apprehend had michael brown copnducted himself like a gentleman this would not have happened he was an aggresive piece of shit and this muslim shit head is not any better he filled with rage and does not have the answer for anything progression comes from tolerance not violence,True,False,False,False,False,True,True,True
UgilC8NhlKosBXgCoAEC,04kJtp6pVXI,it not about just brown it about daily killings of non whites by white cops and that a reality,False,False,False,False,False,False,False,False
UgilJs0s4YO3engCoAEC,04kJtp6pVXI,how was this guy hired what an idiot,True,True,False,False,False,False,False,False
UgilNUPOY8iZqHgCoAEC,04kJtp6pVXI,this guy is a moron,True,True,False,False,False,False,False,False
UgiLP4HQY3jn8ngCoAEC,04kJtp6pVXI,cnn so out of touch close up idiots people are watching for the comedy of reporting lol,True,True,False,False,False,False,False,False
UgilQ0CFxc2R2ngCoAEC,04kJtp6pVXI,bassem masri is a criminal a thug and a psychopath he has no credibility and no humanity he needs to be locked in a jail cell time for the rubber room and straight jacket for bassem get his intellectually dishonest butt out of the community,True,True,False,False,True,False,False,False
UgiLu77_0Psl-ngCoAEC,04kJtp6pVXI,cnn this is why you are a joke,True,True,False,False,False,False,False,False
Ugim0ATq1CahpXgCoAEC,04kJtp6pVXI,i wonder what the police expect will happen when they continually abuse and kill people do they honestly expect the public to do nothing about it to just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence even a rat when it cornered will defend itself,True,True,False,True,False,False,False,False
UgimdJUjeexMSXgCoAEC,04kJtp6pVXI,i do not want my sons death to be in vain let burn this bitch down stupid fucks destroying livelihoods peaceful protests my fucking ass,True,True,False,False,True,False,False,False
UgiMG4rmSGTPFHgCoAEC,04kJtp6pVXI,this guy is my hero,False,False,False,False,False,False,False,False
Ugip_LuksKEoTngCoAEC,04kJtp6pVXI,did he say that the sound of him spitting is an arab expression,False,False,False,False,False,False,False,False
Ugip7WiT0N70OngCoAEC,04kJtp6pVXI,wow,False,False,False,False,False,False,False,False
UgiPerbilaHyd3gCoAEC,04kJtp6pVXI,i think that this indecent is unessacerry for the event of one person being shot mr brown stole something so it was not intirely the police officers fault,False,False,False,False,False,False,False,False
UgiphX72LCH4DHgCoAEC,04kJtp6pVXI,this is a genuine failure of leadership by the president of the united states this nice town ferguson should have been declared a state of emergency it should have been put under martial law federal troops should have stuffed the town and non residents should have been pushed out everyone knew there was going to be another riot but what did the president do he did not want to offend the black community he did not want anyone else to get shot so he just let er burn baby burn seems to me that a real leader could have had it both ways mr president sir you have failed reprehensibly and i do accuse you,True,True,False,True,False,False,False,False
UgiqNW9ItqyWn3gCoAEC,04kJtp6pVXI,anyone know if they are irradiating commercial strawberry seeds mine wont germinate,False,False,False,False,False,False,False,False
UgiSRMPdr7U1M3gCoAEC,04kJtp6pVXI,arabs hate black people this isis sympathizer just wants to call it his community nonsense,True,False,False,False,False,True,True,False
UgiStOF4aTGzkHgCoAEC,04kJtp6pVXI,i cannot for the life of me understand why people think that mike brown was a martyr for some cause the man was a criminal are all black people criminals absolutely not are there white criminals hispanic criminals you betcha if the situation was exactly the same but the races were reversed there would not be an issue at all,True,False,False,False,False,True,True,False
UgisXJAFxN9xb3gCoAEC,04kJtp6pVXI,well done,False,False,False,False,False,False,False,False
UgiTRvecgPKSkXgCoAEC,04kJtp6pVXI,old mans way has been tried forever and how well did that worked look where we are now,False,False,False,False,False,False,False,False
Ugiu2Rjc7ztWR3gCoAEC,04kJtp6pVXI,u no wat im sayin,False,False,False,False,False,False,False,False
UgiW57FWwW2b7ngCoAEC,04kJtp6pVXI,without that badge they a bitch and a half so fuck the police,True,True,False,False,False,False,False,False
UgiXAtoQ6AKQh3gCoAEC,04kJtp6pVXI,this arab piece of shit acting like he gets harrassed he or his parents own a store and yet he acts like he gets treated like black people lol the same people who steals from his store what a moron piece of shit,True,True,False,False,True,True,True,False
UgiykroK1kAh1HgCoAEC,04kJtp6pVXI,it people like this guy that makes america shake it head nawamsain no the fuck we do not,False,False,False,False,False,False,False,False
UgiYpjIfcTkpz3gCoAEC,04kJtp6pVXI,police brutality affects everyone it not just a black issue and when they made it a black issue that when people who are not black tend to stop listening end racial profiling as if police do not fuck with everyone police do not care what color you are if you are not a policeman they will fuck with you if you look on youtube you will notice the brutality does not discriminate so stop it with this racial bullshit because if you want cops to finally be held accountable for their powertripping actions you need to realize that playing the whole because i am black and only black and black card makes people who are not black feel less sympathetic because every race here has had issues with them,True,True,False,True,True,False,False,False
Ugj3_gxzwZGN93gCoAEC,04kJtp6pVXI,christians rock,False,False,False,False,False,False,False,False
Ugj5SpLvQHnR_HgCoAEC,04kJtp6pVXI,the only good cnn anchor i have ever seen,False,False,False,False,False,False,False,False
Ugj6hV7kfq8NZ3gCoAEC,04kJtp6pVXI,islamic terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,True,False,False,False,False,True,False,True
Ugj7h6FZ9x14_3gCoAEC,04kJtp6pVXI,fuck cnn you corrupt demon worshiping fools,True,True,False,False,False,False,False,False
Ugj9JrBQSvQ1mHgCoAEC,04kJtp6pVXI,this guy is a dumbass he claims that policed hired thugs took his phone and shot off rounds without any evidence to back his claims,True,True,False,False,False,False,False,False
UgjAbTq8jPYe-3gCoAEC,04kJtp6pVXI,mike browns father does not buy into it he got caught on video saying burn the bitch down reffering to ferguson and this dude you are interviwing is just a thug and should not be given air time,True,True,False,False,False,False,False,False
UgjaIDpGIJRjungCoAEC,04kJtp6pVXI,brown isused as an excuse to loot take peoples shit and destroy neighborhoods haaaa typical ghetto bullshit ya ai not even hood ya just ghetto bitches collecting free rent from the govt while fighting the govt same occupy wall street fagets have nothing else to do go clean the highways,True,False,False,False,False,True,True,False
Ugjax0Ijp6FTgXgCoAEC,04kJtp6pVXI,wtf is not this the guy who got mugged for his iphone  in ferguson that video was hilarious,False,False,False,False,False,False,False,False
UgjBBBmH3xFa6ngCoAEC,04kJtp6pVXI,what does trayvon martin and michael brown have in common the real reason behind the riots that no one dare speak of as with the zimmerman case the common factors here are those race mongers like al sharpton cnn and msnbc whipping up the black community to see racism where there is no racism and injustice where there is no injustice give it a year or two and i can promise you there will be another zimmerman or michael brown style case but the bigger question is why will there be a similar case because rather than face the real root cause of many of the problems suffered by black americans poverty high crime the high black on black murder rate it is far easier to turn a blind eye and point the finger and shout racism so what is the root cause of black problems in america if its not racism the root cause is the break down of the black american family and the high number of fatherless children growing up in single parent homes the governments own statistics reveal that children born into fatherless homes are more likely to drop out of school more likely to have a history of unemployment high chance of poverty and more likely to serve time in prison the list goes on and on when we look at the fact that  of black children will grow up in a fatherless home compared to  of white children we see a number that begins to explain why black poverty and black crime is so high amongst blacks in america with  of black mothers on welfare complied with a dysfunctional gangster rap culture that glorifies promiscuity drug dealers the abuse of women and the power of the gun we see a problem beginning to emerge and the reason for the deaths of trayvon martin and michael brown begin to come clear black americans a  minority are doing  of the dying and probably  of the killing that needs to be said so now we have black culture of violence financed by the welfare system conclusion like i said there will be another race based case sooner or latter in fact it will never end as long as race mongers like sharpton cnn and msnbc continue to promote the idea that its all about racism rather than the disintegration of the black american family another ferguson is just around the corner,False,False,False,False,False,False,False,False
UgjBeAouVGlnHHgCoAEC,04kJtp6pVXI,how many shots to disable one man if the officer felt so threatened was there a call for backup how many shots before one man cannot continue to threaten another with the transcript of witness evidence released there seems to more questions unanswered than answered i pray for all involved that they might find some peace from a terrible encounter amen,False,False,False,False,False,False,False,False
Ugj-d4OvbPSsp3gCoAEC,04kJtp6pVXI,my thought of this waste of skin catching his just desert at  would not make me a popular guy with the no free people allowed party but i do not live on the bookends of this country the rest of you libshits would do yourselves justice to know the majority of real americans despise you in every way know it and own it every day you continue to exist is because ying must have yang motherjumper,True,True,False,False,True,True,False,False
