video_id,video_title,video_published,channel_id,channel_title,view_count,like_count,comment_count,comment_id,author,comment,published_at
8DUitTJRVhs,Herramienta FAVIKON para saber tu Marca Profesional en LinkedIn,2025-05-08T13:23:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1629,2,2,UgxwL6cKuMwXkqTIqO14AaABAg,@hectorlabarta,https://youtu.be/i-YevtYj1rk,2025-05-08T13:23:47Z
8DUitTJRVhs,Herramienta FAVIKON para saber tu Marca Profesional en LinkedIn,2025-05-08T13:23:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1629,0,2,UgzWBgd2Zao_jmuRfqd4AaABAg,@inpaco1m90,Muchas  gracias!!,2025-05-11T09:15:04Z
KmS4dr1ovSk,Por eso no superas los procesos de selección.,2025-05-07T15:41:19Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1555,1,3,UgxV0x5D2fTSZeB1iLh4AaABAg,@rafamrtin,"Holaa Héctor! Quería hacerte una pregunta, te he mandado un mail 😊",2025-05-07T17:53:33Z
MJhBczaszuA,La IA Revoluciona tu Búsqueda de Empleo en JOBarcelona 2025!,2025-05-05T11:42:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,440,0,1,Ugz5VCL1MQCNH4PMt6N4AaABAg,@inpaco1m90,👏👏💯,2025-05-08T13:00:21Z
-V4QkQUswik,"Trabajo ACCIONA, empleo.",2025-04-30T13:22:24Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1680,2,1,UgxyYDr9uvIThE7OlLx4AaABAg,@hectorlabarta,https://www.acciona.com/es/nuestro-proposito/trabaja-con-nosotros/ofertas-empleo,2025-04-30T13:22:49Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,Ugzx2ffSWcp06I3EhXF4AaABAg,@kerhierstokohousen-gm7bz,Gran video. Gracias.,2025-05-23T14:53:13Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,UgyJuHxw75Gq3unF3oZ4AaABAg,@Geordanoc,Excelente!!! muchas gracias por el aporte,2025-05-16T15:06:19Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,UgyjAfFDm_u5-ZGPa214AaABAg,@JulioCésarHernándezdelaCru-j1k,"Muchas gracias Héctor, la voy a probar éste fin, pues sí que se ve muy completa. Excelente aporte.",2025-05-16T05:48:08Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,UgxfbhBIjnwHm_PUax14AaABAg,@OscarSanchez-yp2xc,"no me sale la opcion de retrato. Lo instale en mi tablet y nada, despues in mi iphone y me pide de vuelta una suscripcion. Asi que ahi no mas cancele la suscripcion",2025-05-03T15:20:10Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,Ugwf5Rovv5ogx62tAER4AaABAg,@mariadelmararadominguez1812,😂😂😂 me parece muy 🔝,2025-05-03T11:13:13Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,UgzDcQFaYx621t1Tzit4AaABAg,@Yara-1-1,"Es la bomba la aplicación y pero más bomba es Héctor Labarta!!!, suscribiros ya, es gratis y aprendes un montón. Venga, manita para arriba y suscripción en mano.",2025-04-30T15:05:36Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,1,17,UgwteAUJ9A9Gc7X1K154AaABAg,@SergioGonzálezFernández-z7z,Que genial eres Héctor!! 👏🏼,2025-04-30T10:25:37Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,Ugx4SRCsgYd_eMcqd6J4AaABAg,@alejandromonzon1622,Falta es que nos reemplace la cara xd,2025-04-29T20:58:52Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,1,17,UgzLwmr3Kbgxi-TVwrx4AaABAg,@cristinajimenezjimenez6813,"Héctor es seguro meter la tarjeta de crédito? 
Por cierto, a ti no te hace falta la app, tienes un encanto natural inmejorable 😊
Gracias infinitas por seguir aportando valor.",2025-04-29T17:42:03Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,0,17,UgxGYowk01fVfBfJlvd4AaABAg,@BraveandPlay,Simplemente una pasada!!! voy a probarlo y te diré qué tal en mujeres ,2025-04-29T12:12:42Z
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1074,1,17,UgzXUuV_nIEGJ8sWvZR4AaABAg,@Miautasticos,Cada día te superas más con los vídeos,2025-04-29T12:09:19Z
3w5uqvVi4KU,El mayor error al buscar empleo.,2025-04-25T17:37:44Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,163,0,3,Ugys3R7SepoqgY40vKd4AaABAg,@varsik289,"Pero y como investigar adecuadamente la empresa? 

No todo el mundo va a hablar de ella en internet ademas de que la empresa de por si va a intentar siempre quedar bien",2025-04-26T09:41:51Z
3w5uqvVi4KU,El mayor error al buscar empleo.,2025-04-25T17:37:44Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,163,0,3,Ugx3JF_-Hh4BHfSlgDN4AaABAg,@dapro48,"Buenas noches, muchas gracias Héctor, muy buen vídeo.
Buen día y que vaya todo bien ❤",2025-04-25T22:17:46Z
lbLuIzrNEzk,"Ferrovial empleo, Trabajo! https://www.ferrovial.com/es-es/empleo/ofertas/",2025-04-22T08:47:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1059,1,1,UgzWjIlpK3po_aZofvp4AaABAg,@hectorlabarta,https://www.ferrovial.com/es-es/empleo/ofertas/,2025-04-22T08:47:51Z
V61ibblObg8,¿También te pasa? El bucle de buscar empleo.,2025-04-15T11:40:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1665,0,1,UgyW1YxGYDd1C6RMTmF4AaABAg,@pablomilani5601,Es que yo tengo más años que experiencia,2025-04-18T14:42:53Z
_sJGQtVSbpw,Telefónica trabajo. https://www.telefonica.com/es/talento/,2025-04-13T08:00:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1200,0,1,Ugw-dDkvIr_AhuP_QPl4AaABAg,@ocuenta5bunerito,👏👏💯,2025-04-15T11:55:44Z
tLBbtQuX5Nk,Trabajo Hoteles Meliá. https://www.meliahotelsinternational.com/es/empleo,2025-04-12T08:00:55Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1250,0,2,UgyJW7IHRH_HNhUdx1l4AaABAg,@julengomezgutierrez2229,1794 euros brutos Al mes verdad?,2025-04-12T18:51:47Z
e-lU6_8Wh4A,Empleo Grupo Carreras. https://www.grupocarreras.com/ofertas-de-empleo/,2025-04-11T13:50:40Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1250,1,1,Ugy28PuW1YNaBWbOgAl4AaABAg,@hectorlabarta,https://www.grupocarreras.com/ofertas-de-empleo/,2025-04-11T13:52:32Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgyX4hFNEP0gf1tWspV4AaABAg,@bryancampos3572,hectro  buen  video  good job,2025-06-30T01:33:27Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,Ugw6gtG72To8LCicF0h4AaABAg,@Silvia_EnvejecimientoActivo,"Se supone que hablas del linkedin de pago, porque tener perfil gratuito mas de 5 años y cerrarlo porque lo unico que recibi eran insultos y comentarios desagradables de gente desconocida, pues claro, elimine mi perfil.",2025-06-26T15:46:12Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,Ugy-MGrtJ1G7DqZirb94AaABAg,@lolapola-j8i,"en serio menos de 200 apariciones de búsqueda es un problema??? tengo sólo 29, no puede ser porque el puesto que busco no es muy pedido?",2025-06-25T16:51:12Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgxTeYVsoOeLOFQKXtF4AaABAg,@jesusenriquerengifoaldana9727,"Buenísimo Héctor, agradezco mucho la información compartida!",2025-06-18T15:40:49Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgzOYmNlA7noqr2TGFl4AaABAg,@jedilady66,"Gracias, Héctor!!! Me dejas pensando mucho con las apariciones en búsquedas ¿Cómo se mejora esto? Porque mi perfil no pasa de 2 semanales, y tengo muy pulido el SEO, título, banner. No publico casi porque no es lo mío, y para sonar artificial, pues mejor no, pero lo demás lo hago. ¿En qué puedo estar fallando?",2025-06-15T12:36:43Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,1,22,UgzBkE9xj_SNXfB2cjZ4AaABAg,@molgar99,has de ponerlo en ingles y en español? por ejemplo; director de operaciones/ Operations director?,2025-06-09T15:00:45Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgwuGZNE6-xTocEs5mB4AaABAg,@lesleydelriofabre2103,ME ENCANTÓ TU VÍDEO!!! ❤❤❤,2025-06-02T16:42:42Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgyHQI42XiCFzg1_8M94AaABAg,@Pitatito,"Gracias Héctor, optimizado mi linkedin gracias a tus consejos",2025-05-29T23:55:13Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,1,22,UgyCxANEEd9xoD3_6iN4AaABAg,@kerhierstokohousen-gm7bz,"¡Gran video! Si no es mucho pedir, estaría muy bien que mostraras casos tipo adaptado a las casuísticas más típicas: caso ""promedio"" de recién graduado (mi caso particular), profesional de mucha experiencia, etc.",2025-05-27T16:56:54Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,1,22,UgxcF2p9QktsoSxJuiF4AaABAg,@LUISHDM007,"Video super valioso, necesitamos líderes así que nos abran los ojos y nos hagan reflexionar y reaccionar, gracias, es un video retador y estimulante",2025-05-15T23:06:35Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgxR198c9jr0Izm-jtl4AaABAg,@BeatrizAragon-rp9bv,"Buenas tardes Hector ..viendo el tutorial,  si oculto la visibilidad de mi perfil y estoy buscando empleo los que me puedan necesitar para un trabajo cómo se darían cuenta de mi necesidad?",2025-05-06T17:19:00Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,1,22,UgyYy0f_jNTEgdoayst4AaABAg,,"Oye Héctor, ¿Ya viste lo nuevo que tiene LinkedIn para los banners? SlideShow, ahora se pueden agregar varias images que pasan solas estilo carrusel.",2025-04-24T21:01:02Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,Ugzt5fuyZJXUHGjgMjF4AaABAg,@leozetaful,Excelente,2025-04-23T17:06:33Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,UgxG-ww7DXdYO-8u_dR4AaABAg,@jordidelriofernandez,Acabo de cambiado el titulo !! tarea <2min - según el método GTD - (<2min. hazlo) ,2025-04-03T10:47:04Z
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3328,0,22,Ugyi3VlNFbPIhYGQpJZ4AaABAg,@pablomilani5601,Ahí fue mi segundo mensaje por Linkedin.,2025-04-03T09:57:21Z
ay8LVHnlCgM,Optimiza tu Perfil de LinkedIn  Atrae Oportunidades,2025-03-26T17:25:40Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,667,0,2,UgyXREqrhKAzhZtUSuV4AaABAg,@ocuenta5bunerito,👏👏💯,2025-04-11T19:36:02Z
ay8LVHnlCgM,Optimiza tu Perfil de LinkedIn  Atrae Oportunidades,2025-03-26T17:25:40Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,667,0,2,UgygtWYom5VFgHr4H_F4AaABAg,@mariamaestre8528,Total!😂,2025-03-27T00:39:44Z
rE8nE8F4S2o,CV que pasa filtros + LinkedIn TOP + Entrevistas ganadoras,2025-03-25T12:59:31Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1372,0,4,UgylJ6x1yyfxhmA5Tgx4AaABAg,@mauriciosoto4805,"Hola Héctor, interesante la información, recomiendas poner las palabras clave en ingles si esque mi trabajo tiene más demanda en ese idioma?",2025-06-09T00:20:40Z
rE8nE8F4S2o,CV que pasa filtros + LinkedIn TOP + Entrevistas ganadoras,2025-03-25T12:59:31Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1372,1,4,UgyZU_ASnWqoWHRc7N94AaABAg,@Sergio.Reynoso,"Hola Hector, me gusto el video 😀. ¿Podes hacer un video de ATS por favor? Exitos con tu marca personal.",2025-04-07T12:36:51Z
O1SFSkjwwSI,EULEN empleo y trabajo: https://www.eulen.com/es/unete-a-nosotros/,2025-03-22T15:43:28Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,498,1,2,UgwjeDCkyNsSchb243V4AaABAg,@hectorlabarta,https://www.eulen.com/es/unete-a-nosotros/,2025-03-22T15:43:43Z
s6LiBN2Q1K8,CLECE empleo-trabajo: https://canaldeempleo.es/CLECE/go/CLECE/910702/,2025-03-22T15:26:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,562,1,1,UgyxroDNEbRNzqVnO_p4AaABAg,@hectorlabarta,https://clece.es/es/personas/trabajar-en-clece/,2025-03-22T15:44:15Z
